Sequence,Step,Predicted_Proportion,Predicted_Increment,Predicted_Cumulative,GroundTruth_Increment,GroundTruth_Cumulative,LSTM_Predicted_TimeDiff,LSTM_Predicted_Cumulative,LSTM_Predicted_TotalTime,TimeDiff_Improvement_Abs,Cumulative_Improvement_Abs,decoded_sourceID,BodyGroup_to,BodyGroup_from,SN
22,8,0.04060919,7.4720907,66.862495,1.0,83.0,8.170573,64.41795,0.15312146,-0.6984825345581056,-2.444541508789058,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
22,9,0.040584117,7.467478,74.32997,9.0,92.0,8.137667,72.55562,0.15312146,0.670188702270508,-1.7743517138671905,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
22,10,0.040845778,7.515623,81.8456,14.0,106.0,8.042405,80.59802,0.15312146,0.5267821284790042,-1.2475775390625046,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
22,11,0.04010435,7.3792,89.22479,0.0,106.0,8.01214,88.61016,0.15312146,-0.6329402740478516,-0.61462917236328,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
22,12,0.040103335,7.3790135,96.603806,3.0,109.0,7.8214426,96.4316,0.15312146,-0.4424291040649413,-0.1722035219726621,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
22,13,0.03936829,7.2437654,103.84757,0.0,109.0,7.536772,103.968376,0.15312146,-0.2930063742919921,0.1208061596679641,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
22,14,0.03966029,7.2974935,111.145065,2.0,111.0,7.105283,111.07366,0.15312146,0.192210716491699,0.0714031958007836,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
22,15,0.039364267,7.2430253,118.38809,0.0,111.0,6.5187135,117.59238,0.15312146,0.7243118257263186,0.7957132910156304,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
22,16,0.039924175,7.3460484,125.73414,2.0,113.0,5.6282835,123.22066,0.15312146,1.7177648993286132,2.513482651367184,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
22,17,0.039531864,7.273863,133.008,1.0,114.0,4.536149,127.756805,0.15312146,2.737713975036621,5.251194580078135,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
22,18,0.039594688,7.2854223,140.29341,0.0,114.0,3.3520489,131.10886,0.15312146,3.933373426098632,9.18455379882812,MRI_FRR_34,ABDOMEN,ABDOMEN,175974
22,19,0.039555274,7.2781706,147.57158,6.0,120.0,1.8473063,132.95616,0.15312146,-2.874523148474121,14.615418500976574,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
22,20,0.039067265,7.188377,154.75995,12.0,132.0,0.18526927,133.14143,0.15312146,-7.003107733633041,21.61851628417969,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
22,21,0.03911494,7.1971493,161.95709,37.0,169.0,0.0,133.14143,0.15312146,-7.1971493,-28.81565628417968,MRI_MSR_34,ABDOMEN,ABDOMEN,175974
22,22,0.039613433,7.288872,169.24597,13.0,182.0,0.0,133.14143,0.15312146,-7.288872,-36.10453628417969,MRI_MPT_1005,ABDOMEN,ABDOMEN,175974
22,23,0.04025847,7.4075584,176.65353,2.0,184.0,0.0,133.14143,0.15312146,3.4075584,-43.51209628417968,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
22,24,0.039926365,7.3464513,183.99998,-184.0,0.0,0.0,133.14143,0.15312146,7.3464513000000125,50.85854628417968,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
23,1,0.20056014,0.40112028,0.8077235,-200.0,0.0,7.06919,7.06919,0.1276033,-6.668069745329603,-6.26146652532959,MRI_MSR_100,ABDOMEN,ABDOMEN,175974
23,2,0.19819981,0.39639962,1.2041231,0.0,0.0,8.116035,15.1852255,0.1276033,-7.719635841425781,-13.98110238675537,MRI_MSR_104,ABDOMEN,ABDOMEN,175974
23,3,0.19955972,0.39911944,1.6032426,2.0,2.0,6.9074526,22.092678,0.1276033,-3.306572023312988,-19.69592067006836,MRI_FRR_257,ABDOMEN,ABDOMEN,175974
23,4,0.1983787,0.3967574,2.0,-2.0,0.0,7.75478,29.847458,0.1276033,-7.358022415673828,-27.847457885742188,MRI_FRR_264,ABDOMEN,ABDOMEN,175974
24,1,0.03874506,5.9279943,11.937019,-9.0,0.0,8.047717,8.047717,0.15343408,-2.119722794421387,3.8893019055786127,MRI_MSR_100,ABDOMEN,ABDOMEN,175974
24,2,0.03828908,5.8582296,17.79525,31.0,31.0,8.137901,16.18562,0.15343408,2.2796717061523424,-1.6096306457519525,MRI_MSR_104,HEAD,ABDOMEN,175974
24,3,0.038551793,5.898424,23.693674,13.0,44.0,8.160947,24.346565,0.15343408,2.2625228460083004,0.6528912465820298,MRI_FRR_257,HEAD,ABDOMEN,175974
24,4,0.038323637,5.8635163,29.55719,3.0,47.0,8.158927,32.505493,0.15343408,-2.2954106638061527,2.948303164062501,MRI_FRR_264,HEAD,ABDOMEN,175974
24,5,0.038553733,5.898721,35.45591,8.0,55.0,8.160354,40.665848,0.15343408,1.940925339416504,5.20993777832031,MRI_FRR_264,HEAD,ABDOMEN,175974
24,6,0.039343596,6.0195704,41.47548,3.0,58.0,8.158913,48.82476,0.15343408,-2.139342258691406,7.349280437011721,MRI_CCS_11,HEAD,ABDOMEN,175974
24,7,0.038896274,5.95113,47.42661,5.0,63.0,8.161111,56.98587,0.15343408,-2.209980877990722,9.559260361328128,MRI_FRR_264,HEAD,ABDOMEN,175974
24,8,0.039536808,6.0491314,53.47574,12.0,75.0,8.162,65.14787,0.15343408,2.112868302453613,11.672132924804686,MRI_CCS_11,HEAD,ABDOMEN,175974
24,9,0.03950505,6.0442724,59.52001,2.0,77.0,8.167279,73.315155,0.15343408,-2.123006843469238,13.795145029296876,MRI_CCS_11,HEAD,ABDOMEN,175974
24,10,0.03932429,6.0166163,65.53663,26.0,103.0,8.023451,81.33861,0.15343408,2.0068345514404307,15.801977788085935,MRI_CCS_11,HEAD,ABDOMEN,175974
24,11,0.03857318,5.9016967,71.438324,2.0,105.0,8.072812,89.41142,0.15343408,-2.171115380383301,17.973098729492193,MRI_MSR_34,HEAD,ABDOMEN,175974
24,12,0.03854423,5.8972673,77.335594,1.0,106.0,7.9402914,97.351715,0.15343408,-2.043024104724121,20.016121087890625,MRI_CCS_11,HEAD,ABDOMEN,175974
24,13,0.038175575,5.840863,83.17646,1.0,107.0,7.6346602,104.986374,0.15343408,-1.7937972439880374,21.80991390136718,MRI_FRR_257,HEAD,ABDOMEN,175974
24,14,0.037666064,5.762908,88.93937,13.0,120.0,7.1121073,112.09848,0.15343408,1.3491992769165035,23.15911022460938,MRI_FRR_264,HEAD,ABDOMEN,175974
24,15,0.03777036,5.7788653,94.71823,0.0,120.0,6.1705775,118.26906,0.15343408,-0.3917122260925296,23.550828227539057,MRI_FRR_264,HEAD,ABDOMEN,175974
24,16,0.03831582,5.862321,100.58055,3.0,123.0,4.252231,122.521286,0.15343408,1.6100898789367672,21.940736010742185,MRI_FRR_257,HEAD,ABDOMEN,175974
24,17,0.037929323,5.8031864,106.383736,0.0,123.0,1.4327595,123.95405,0.15343408,4.370426876608277,15.66221584326172,MRI_FRR_264,HEAD,ABDOMEN,175974
24,18,0.038194366,5.843738,112.22747,1.0,124.0,0.0,123.95405,0.15343408,3.843738,11.726578156738285,MRI_FRR_257,HEAD,ABDOMEN,175974
24,19,0.037579093,5.7496014,117.97707,0.0,124.0,0.0,123.95405,0.15343408,5.7496014,5.976978156738284,MRI_FRR_264,HEAD,ABDOMEN,175974
24,20,0.037849527,5.7909775,123.76805,1.0,125.0,0.0,123.95405,0.15343408,3.7909775,0.1859981567382789,MRI_FRR_257,HEAD,ABDOMEN,175974
24,21,0.03760114,5.7529745,129.52103,1.0,126.0,0.0,123.95405,0.15343408,3.7529745,1.4750781567382774,MRI_FRR_264,HEAD,ABDOMEN,175974
24,22,0.03810864,5.8306217,135.35165,1.0,127.0,0.0,123.95405,0.15343408,3.8306217,5.305698156738288,MRI_FRR_34,HEAD,ABDOMEN,175974
24,23,0.03862944,5.910304,141.26196,6.0,133.0,0.0,123.95405,0.15343408,-5.910304,-0.783991843261731,MRI_FRR_257,HEAD,ABDOMEN,175974
24,24,0.03831734,5.862553,147.12451,20.0,153.0,0.0,123.95405,0.15343408,-5.862553,-23.170461843261705,MRI_FRR_264,HEAD,ABDOMEN,175974
24,25,0.038401995,5.8755054,153.00002,-153.0,0.0,0.0,123.95405,0.15343408,5.875505400000009,29.045971843261725,MRI_MPT_1005,HEAD,ABDOMEN,175974
25,1,0.023548145,24.796196,49.93134,-174.0,0.0,7.961702,7.961702,0.16766298,16.83449413003541,41.9696381300354,MRI_MSR_100,HEAD,ABDOMEN,175974
25,2,0.023271017,24.504381,74.43572,43.0,43.0,8.156883,16.118586,0.16766298,-16.347497760253905,4.554305586547855,MRI_MSR_104,BREAST,HEAD,175974
25,3,0.023430686,24.672512,99.10823,7.0,50.0,8.153963,24.272549,0.16766298,16.518548911010743,23.380778675537115,MRI_FRR_257,BREAST,HEAD,175974
25,4,0.023292016,24.526493,123.63472,9.0,59.0,8.145426,32.417976,0.16766298,14.671918796508788,38.05269637939453,MRI_FRR_264,BREAST,HEAD,175974
25,5,0.023431865,24.673754,148.30847,2.0,61.0,8.136589,40.554565,0.16766298,16.53716494970703,66.8630354296875,MRI_FRR_264,BREAST,HEAD,175974
25,6,0.02391192,25.17925,173.48772,13.0,74.0,8.132213,48.68678,0.16766298,7.31146263885498,74.17449902221679,MRI_CCS_11,BREAST,HEAD,175974
25,7,0.023999648,25.27163,198.75934,4.0,78.0,8.126828,56.813606,0.16766298,17.144801806335447,99.57294626220704,MRI_CCS_11,BREAST,HEAD,175974
25,8,0.023836242,25.099564,223.8589,1.0,79.0,8.123682,64.93729,0.16766298,16.975881977905274,130.79618637695313,MRI_MSR_34,BREAST,HEAD,175974
25,9,0.0240299,25.303484,249.16238,120.0,199.0,8.124677,73.061966,0.16766298,-17.17880729559326,-75.77565405761717,MRI_CCS_11,BREAST,HEAD,175974
25,10,0.023695007,24.950842,274.11322,351.0,550.0,8.052365,81.114334,0.16766298,-16.898476696960472,-192.9988858935547,MRI_MSR_34,BREAST,HEAD,175974
25,11,0.023387965,24.627527,298.74075,6.0,556.0,8.151715,89.26605,0.16766298,16.475811721374512,-209.47469775390624,MRI_FRR_3,BREAST,HEAD,175974
25,12,0.023172647,24.400797,323.14154,66.0,622.0,8.14261,97.40866,0.16766298,-16.258187403747556,-225.7328791113281,MRI_FRR_264,BREAST,HEAD,175974
25,13,0.022888426,24.101513,347.24304,0.0,622.0,8.15319,105.56185,0.16766298,15.948323340881348,-241.6811884985352,MRI_FRR_3,BREAST,HEAD,175974
25,14,0.022901997,24.115803,371.35886,3.0,625.0,8.13992,113.701775,0.16766298,15.975882765319824,-257.657085402832,MRI_FRR_264,BREAST,HEAD,175974
25,15,0.023170274,24.398298,395.75714,14.0,639.0,8.119855,121.82163,0.16766298,4.518152927062989,-273.9355076147461,MRI_CCS_11,BREAST,HEAD,175974
25,16,0.023152009,24.379065,420.1362,1.0,640.0,8.084676,129.90631,0.16766298,16.294389211120606,-290.2298889648437,MRI_FRR_18,BREAST,HEAD,175974
25,17,0.023158673,24.386084,444.52228,35.0,675.0,8.064115,137.97043,0.16766298,-16.321969429382325,-306.55185153320315,MRI_FRR_18,BREAST,HEAD,175974
25,18,0.023030432,24.251045,468.77332,1.0,676.0,7.985568,145.956,0.16766298,16.265476953430177,-322.81732634765626,MRI_FRR_18,BREAST,HEAD,175974
25,19,0.022859655,24.071217,492.84454,3.0,679.0,7.9188614,153.87485,0.16766298,16.152355610839845,-338.9696925878906,MRI_FRR_18,BREAST,HEAD,175974
25,20,0.022773795,23.980806,516.8254,15.0,694.0,7.868288,161.74313,0.16766298,1.849094040161134,-355.08226645507807,MRI_FRR_264,BREAST,HEAD,175974
25,21,0.023030192,24.250792,541.0762,195.0,889.0,7.661546,169.40468,0.16766298,-16.589245769683828,-371.6715216552734,MRI_CCS_11,BREAST,HEAD,175974
25,22,0.023276055,24.509686,565.5859,10.0,899.0,7.4602,176.86488,0.16766298,11.969885832916258,-388.7210165771485,MRI_CCS_11,BREAST,HEAD,175974
25,23,0.023496183,24.74148,590.32733,2.0,901.0,6.644886,183.50977,0.16766298,18.096593983154296,-406.817564375,MRI_CCS_11,BREAST,HEAD,175974
25,24,0.023588212,24.838387,615.1657,80.0,981.0,4.9071937,188.41696,0.16766298,-19.93119333926392,-426.7487383300781,MRI_CCS_11,BREAST,HEAD,175974
25,25,0.02327942,24.513227,639.67896,1.0,982.0,2.3574548,190.77441,0.16766298,22.155772223236085,-448.9045459375,MRI_FRR_264,BREAST,HEAD,175974
25,26,0.023333589,24.570269,664.2492,5.0,987.0,0.0,190.77441,0.16766298,14.570269,-473.4747859375,MRI_FRR_257,BREAST,HEAD,175974
25,27,0.022979483,24.197395,688.4466,2.0,989.0,0.0,190.77441,0.16766298,20.197395,-497.6721859375,MRI_FRR_264,BREAST,HEAD,175974
25,28,0.023114184,24.339235,712.7858,2.0,991.0,0.0,190.77441,0.16766298,20.339235,-522.0113859375,MRI_FRR_257,BREAST,HEAD,175974
25,29,0.022886027,24.098986,736.8848,0.0,991.0,0.0,190.77441,0.16766298,24.098986,-546.1103859375,MRI_FRR_264,BREAST,HEAD,175974
25,30,0.023139259,24.365639,761.2505,1.0,992.0,0.0,190.77441,0.16766298,22.365639,-570.4760859375,MRI_FRR_257,BREAST,HEAD,175974
25,31,0.022951199,24.167612,785.4181,2.0,994.0,0.0,190.77441,0.16766298,20.167612,-594.6436859375,MRI_FRR_264,BREAST,HEAD,175974
25,32,0.023237603,24.469196,809.88727,2.0,996.0,0.0,190.77441,0.16766298,20.469196,-619.1128559375,MRI_FRR_257,BREAST,HEAD,175974
25,33,0.023127398,24.35315,834.2404,0.0,996.0,0.0,190.77441,0.16766298,24.35315,-643.4659859375,MRI_FRR_264,BREAST,HEAD,175974
25,34,0.023426231,24.667822,858.90826,2.0,998.0,0.0,190.77441,0.16766298,20.667822,-668.1338459375,MRI_FRR_257,BREAST,HEAD,175974
25,35,0.023189044,24.418062,883.32635,2.0,1000.0,0.0,190.77441,0.16766298,20.418062,-692.5519359375,MRI_FRR_264,BREAST,HEAD,175974
25,36,0.023308944,24.544317,907.87067,0.0,1000.0,0.0,190.77441,0.16766298,24.544317,-717.0962559375,MRI_FRR_257,BREAST,HEAD,175974
25,37,0.02297369,24.191296,932.06195,2.0,1002.0,0.0,190.77441,0.16766298,20.191296,-741.2875359375,MRI_FRR_264,BREAST,HEAD,175974
25,38,0.02285766,24.069117,956.13104,1.0,1003.0,0.0,190.77441,0.16766298,22.069117,-765.3566259375,MRI_FRR_264,BREAST,HEAD,175974
25,39,0.022933565,24.149044,980.2801,1.0,1004.0,0.0,190.77441,0.16766298,22.149044,-789.5056859375,MRI_FRR_34,BREAST,HEAD,175974
25,40,0.023131967,24.357962,1004.63806,6.0,1010.0,0.0,190.77441,0.16766298,12.357962,-813.8636459375,MRI_FRR_257,BREAST,HEAD,175974
25,41,0.022961961,24.178946,1028.817,43.0,1053.0,0.0,190.77441,0.16766298,-24.178946,-838.0425859375,MRI_FRR_264,BREAST,HEAD,175974
25,42,0.022965757,24.182941,1053.0,-1053.0,0.0,0.0,190.77441,0.16766298,24.182941000000028,862.2255859375,MRI_MPT_1005,BREAST,HEAD,175974
26,1,0.03364755,16.924717,34.08078,-1146.0,0.0,6.955139,6.955139,0.15998274,9.96957783984385,27.125640839843747,MRI_MSR_100,BREAST,HEAD,175974
26,2,0.033251565,16.725536,50.806316,56.0,56.0,8.081778,15.036917,0.15998274,-8.64375842736817,-35.76939926721192,MRI_MSR_104,ABDOMEN,BREAST,175974
26,3,0.033479713,16.840296,67.646614,9.0,65.0,8.168132,23.205048,0.15998274,7.008427828308104,-39.148338392578125,MRI_FRR_257,ABDOMEN,BREAST,175974
26,4,0.033281572,16.740631,84.387245,3.0,68.0,8.171043,31.376091,0.15998274,8.569587604003907,-20.23666399658204,MRI_FRR_264,ABDOMEN,BREAST,175974
26,5,0.03383148,17.017235,101.40448,1.0,69.0,8.165348,39.54144,0.15998274,8.851886947021484,2.945919056396491,MRI_FRR_257,ABDOMEN,BREAST,175974
26,6,0.033643547,16.922705,118.32719,0.0,69.0,8.160043,47.70148,0.15998274,8.762662237243653,28.02867086547852,MRI_FRR_264,ABDOMEN,BREAST,175974
26,7,0.03413733,17.171078,135.49826,1.0,70.0,8.156835,55.858315,0.15998274,9.014243397644044,51.356574514160144,MRI_FRR_257,ABDOMEN,BREAST,175974
26,8,0.033839256,17.021145,152.51941,6.0,76.0,8.155326,64.01364,0.15998274,8.865819110412598,64.53305135742187,MRI_FRR_264,ABDOMEN,BREAST,175974
26,9,0.034286864,17.246292,169.7657,6.0,82.0,8.155422,72.16907,0.15998274,9.09086978930664,77.93476738281251,MRI_CCS_11,ABDOMEN,BREAST,175974
26,10,0.033677146,16.939604,186.7053,25.0,107.0,8.156947,80.32601,0.15998274,-8.782656864074706,53.03131165771484,MRI_FRR_264,ABDOMEN,BREAST,175974
26,11,0.033814244,17.008564,203.71387,37.0,144.0,8.157578,88.48359,0.15998274,-8.850985531677246,4.197459172363267,MRI_CCS_11,ABDOMEN,BREAST,175974
26,12,0.033461094,16.83093,220.5448,32.0,176.0,8.150285,96.63387,0.15998274,-8.68064523284912,-34.82132701416015,MRI_CCS_11,ABDOMEN,BREAST,175974
26,13,0.033126045,16.662401,237.2072,4.0,180.0,8.150313,104.78419,0.15998274,8.512087622619628,-18.00861268310547,MRI_CCS_11,ABDOMEN,BREAST,175974
26,14,0.03299616,16.597069,253.80426,36.0,216.0,8.11392,112.89811,0.15998274,-8.483148788208009,-65.29763056396484,MRI_CCS_11,ABDOMEN,BREAST,175974
26,15,0.033072885,16.635662,270.4399,16.0,232.0,8.075212,120.97332,0.15998274,-7.289126475036621,-72.58677999267576,MRI_CCS_11,ABDOMEN,BREAST,175974
26,16,0.03322287,16.711103,287.151,14.0,246.0,8.007709,128.98103,0.15998274,-3.281188450500487,-75.86796667480468,MRI_CCS_11,ABDOMEN,BREAST,175974
26,17,0.03293419,16.565897,303.7169,41.0,287.0,7.8064504,136.78749,0.15998274,-8.759446633026123,-133.49560915527343,MRI_FRR_264,ABDOMEN,BREAST,175974
26,18,0.033164784,16.681887,320.39877,0.0,287.0,7.5836473,144.37114,0.15998274,9.09823974887085,-109.2300904736328,MRI_FRR_257,ABDOMEN,BREAST,175974
26,19,0.032629434,16.412605,336.81137,3.0,290.0,7.107319,151.47845,0.15998274,9.305286121826173,-91.71017541015624,MRI_FRR_264,ABDOMEN,BREAST,175974
26,20,0.032544773,16.37002,353.1814,1.0,291.0,6.29164,157.7701,0.15998274,10.078380195159912,-71.04850417480469,MRI_FRR_264,ABDOMEN,BREAST,175974
26,21,0.032991596,16.594772,369.77618,2.0,293.0,5.032411,162.8025,0.15998274,11.562360901519774,-53.42131450683593,MRI_FRR_257,ABDOMEN,BREAST,175974
26,22,0.032899708,16.548553,386.32474,1.0,294.0,3.5865223,166.38902,0.15998274,12.962030659225462,-35.28623717285154,MRI_FRR_264,ABDOMEN,BREAST,175974
26,23,0.033386387,16.793352,403.1181,0.0,294.0,1.8057125,168.19473,0.15998274,14.98763953852844,-16.68716733398435,MRI_FRR_34,ABDOMEN,BREAST,175974
26,24,0.033648662,16.925278,420.0434,6.0,300.0,0.0,168.19473,0.15998274,4.925277999999999,-11.761867333984355,MRI_FRR_257,ABDOMEN,BREAST,175974
26,25,0.03321822,16.708765,436.75217,136.0,436.0,0.0,168.19473,0.15998274,-16.708765,-267.0530973339844,MRI_FRR_264,ABDOMEN,BREAST,175974
26,26,0.033054877,16.626604,453.37878,55.0,491.0,0.0,168.19473,0.15998274,-16.626604,-285.1840473339844,MRI_MSR_34,ABDOMEN,BREAST,175974
26,27,0.03292632,16.56194,469.94073,10.0,501.0,0.0,168.19473,0.15998274,-3.43806,-301.74599733398435,MRI_MPT_1005,ABDOMEN,BREAST,175974
26,28,0.03302028,16.609201,486.54993,2.0,503.0,0.0,168.19473,0.15998274,12.609201,-318.3551973339844,MRI_FRR_257,ABDOMEN,BREAST,175974
26,29,0.032703955,16.450089,503.0,-503.0,0.0,0.0,168.19473,0.15998274,16.450089000000048,334.8052673339844,MRI_FRR_264,ABDOMEN,BREAST,175974
27,1,0.33312228,0.0,0.0,-519.0,0.0,6.581791,6.581791,0.12605545,-6.581790924072266,-6.581790924072266,MRI_MSR_100,ABDOMEN,BREAST,175974
27,2,0.3292019,0.0,0.0,0.0,0.0,7.4769087,14.0587,0.12605545,-7.476908683776855,-14.05869960784912,MRI_MSR_104,ABDOMEN,ABDOMEN,175974
28,1,0.028084148,8.228655,16.56979,-1.0,0.0,8.046293,8.046293,0.14901333,0.1823617413330076,8.523496741333009,MRI_MSR_100,ABDOMEN,ABDOMEN,175974
28,2,0.027753633,8.131814,24.701603,18.0,18.0,8.149986,16.19628,0.14901333,0.0181722670898434,4.897882525756835,MRI_MSR_104,LEG,ABDOMEN,175974
28,3,0.027944058,8.187609,32.889214,12.0,30.0,8.154204,24.350483,0.14901333,-0.0334046314086915,-2.7603030593261693,MRI_FRR_257,LEG,ABDOMEN,175974
28,4,0.027778681,8.1391535,41.028366,17.0,47.0,8.153376,32.50386,0.14901333,0.0142221256103507,-8.524505526367186,MRI_FRR_264,LEG,ABDOMEN,175974
28,5,0.027945466,8.188022,49.21639,15.0,62.0,8.149312,40.65317,0.14901333,-0.0387099806518556,-8.563218460693356,MRI_FRR_264,LEG,ABDOMEN,175974
28,6,0.028517993,8.355772,57.57216,30.0,92.0,8.142771,48.795944,0.14901333,-0.2130012327880877,-8.77621578613281,MRI_CCS_11,LEG,ABDOMEN,175974
28,7,0.028367393,8.311646,65.883804,6.0,98.0,8.149623,56.945568,0.14901333,0.1620230828247066,-8.938235915283201,MRI_MSR_34,LEG,ABDOMEN,175974
28,8,0.028272929,8.283968,74.16777,55.0,153.0,8.058539,65.004105,0.14901333,-0.2254286094360367,-9.163665385742192,MRI_FRR_264,LEG,ABDOMEN,175974
28,9,0.028548386,8.364677,82.53245,6.0,159.0,8.119441,73.12354,0.14901333,0.2452359675903324,-9.408907214355466,MRI_FRR_257,LEG,ABDOMEN,175974
28,10,0.028124917,8.240601,90.77305,0.0,159.0,8.069127,81.19267,0.14901333,0.1714739171752928,-9.58037727050781,MRI_FRR_264,LEG,ABDOMEN,175974
28,11,0.028188998,8.259377,99.032425,3.0,162.0,7.924856,89.11753,0.14901333,0.3345208140869147,-9.914894177246095,MRI_FRR_257,LEG,ABDOMEN,175974
28,12,0.027626775,8.0946455,107.12707,1.0,163.0,7.6666694,96.7842,0.14901333,0.4279761312561039,-10.34286742431641,MRI_FRR_264,LEG,ABDOMEN,175974
28,13,0.027677128,8.109399,115.236465,2.0,165.0,7.346968,104.13117,0.14901333,0.7624308260192869,-11.105292819824214,MRI_FRR_257,LEG,ABDOMEN,175974
28,14,0.027310232,8.001898,123.238365,1.0,166.0,6.859804,110.990974,0.14901333,1.1420938465576178,-12.24739057373047,MRI_FRR_264,LEG,ABDOMEN,175974
28,15,0.027663548,8.105419,131.34378,2.0,168.0,5.9893093,116.980286,0.14901333,2.116109689086913,-14.36349435546876,MRI_FRR_257,LEG,ABDOMEN,175974
28,16,0.027483288,8.052604,139.39638,0.0,168.0,4.7917504,121.77203,0.14901333,3.260853568939209,-17.624346308593744,MRI_FRR_264,LEG,ABDOMEN,175974
28,17,0.027797254,8.144595,147.54097,1.0,169.0,3.5513802,125.32341,0.14901333,4.593214842529298,-22.2175599658203,MRI_FRR_257,LEG,ABDOMEN,175974
28,18,0.02738292,8.023195,155.56416,0.0,169.0,2.3666344,127.69005,0.14901333,5.656560631103515,-27.87411178222655,MRI_FRR_264,LEG,ABDOMEN,175974
28,19,0.027516957,8.062469,163.62663,1.0,170.0,1.1370089,128.82706,0.14901333,6.9254600945892335,-34.79957311523438,MRI_FRR_257,LEG,ABDOMEN,175974
28,20,0.02717504,7.962287,171.58891,0.0,170.0,0.03567429,128.86273,0.14901333,7.926612711131096,-39.54835806640625,MRI_FRR_264,LEG,ABDOMEN,175974
28,21,0.027545411,8.070806,179.65971,1.0,171.0,0.0,128.86273,0.14901333,6.070805999999999,-33.47755806640626,MRI_FRR_257,LEG,ABDOMEN,175974
28,22,0.02746575,8.047464,187.70718,1.0,172.0,0.0,128.86273,0.14901333,6.047464,-27.430088066406256,MRI_FRR_264,LEG,ABDOMEN,175974
28,23,0.02800197,8.204577,195.91176,0.0,172.0,0.0,128.86273,0.14901333,8.204577,-19.225508066406263,MRI_FRR_257,LEG,ABDOMEN,175974
28,24,0.027772862,8.137448,204.04921,1.0,173.0,0.0,128.86273,0.14901333,6.137447999999999,-13.088058066406262,MRI_FRR_264,LEG,ABDOMEN,175974
28,25,0.027987264,8.200269,212.24948,0.0,173.0,0.0,128.86273,0.14901333,8.200269,-4.8877880664062445,MRI_FRR_257,LEG,ABDOMEN,175974
28,26,0.027559228,8.074854,220.32434,1.0,174.0,0.0,128.86273,0.14901333,6.074854,1.1870719335937563,MRI_FRR_264,LEG,ABDOMEN,175974
28,27,0.027402697,8.02899,228.35333,0.0,174.0,0.0,128.86273,0.14901333,8.02899,9.21606193359375,MRI_FRR_264,LEG,ABDOMEN,175974
28,28,0.027567,8.07713,236.43047,1.0,175.0,0.0,128.86273,0.14901333,6.07713,15.293201933593764,MRI_FRR_257,LEG,ABDOMEN,175974
28,29,0.027305273,8.000445,244.43091,3.0,178.0,0.0,128.86273,0.14901333,2.000444999999999,17.29364193359376,MRI_FRR_264,LEG,ABDOMEN,175974
28,30,0.027493766,8.055674,252.48659,0.0,178.0,0.0,128.86273,0.14901333,8.055674,25.34932193359376,MRI_FRR_34,LEG,ABDOMEN,175974
28,31,0.02763585,8.097304,260.5839,6.0,184.0,0.0,128.86273,0.14901333,-3.9026960000000006,21.44663193359378,MRI_FRR_257,LEG,ABDOMEN,175974
28,32,0.027463868,8.046913,268.6308,104.0,288.0,0.0,128.86273,0.14901333,-8.046913000000004,-139.76806806640627,MRI_FRR_264,LEG,ABDOMEN,175974
28,33,0.027621564,8.093118,276.7239,3.0,291.0,0.0,128.86273,0.14901333,2.0931180000000005,-147.86116806640626,MRI_MPT_1005,LEG,ABDOMEN,175974
28,34,0.027913505,8.178657,284.90256,2.0,293.0,0.0,128.86273,0.14901333,4.178656999999999,-156.03982806640624,MRI_FRR_257,LEG,ABDOMEN,175974
28,35,0.027636249,8.097421,292.99997,-293.0,0.0,0.0,128.86273,0.14901333,8.097420999999997,164.13723806640627,MRI_FRR_264,LEG,ABDOMEN,175974
29,1,0.029745018,9.994326,20.125267,-309.0,0.0,7.408803,7.408803,0.15706813,2.5855230138549814,12.71646401385498,MRI_MSR_100,LEG,ABDOMEN,175974
29,2,0.029394958,9.876706,30.001972,76.0,76.0,8.085419,15.494222,0.15706813,-1.7912872988281237,-14.5077503126831,MRI_MSR_104,LEG,ABDOMEN,175974
29,3,0.029596644,9.944472,39.946445,1.0,77.0,8.158019,23.65224,0.15706813,1.7864529341430655,-16.29420424682617,MRI_FRR_257,LEG,ABDOMEN,175974
29,4,0.029421488,9.88562,49.832066,0.0,77.0,8.157242,31.809483,0.15706813,1.728378178710937,-18.022583425537107,MRI_FRR_264,LEG,ABDOMEN,175974
29,5,0.029907616,10.048959,59.881023,13.0,90.0,8.155401,39.96488,0.15706813,-1.893557770141601,-19.916141103027343,MRI_FRR_257,LEG,ABDOMEN,175974
29,6,0.02974148,9.993137,69.87416,15.0,105.0,8.151441,48.11632,0.15706813,-1.841696379577637,-21.7578384362793,MRI_FRR_264,LEG,ABDOMEN,175974
