Row_Number,Sequence,Step,Predicted_Proportion,Predicted_Increment,Predicted_Cumulative,GroundTruth_Increment,GroundTruth_Cumulative,LSTM_Predicted_TimeDiff,LSTM_Predicted_Cumulative,LSTM_Predicted_TotalTime,TimeDiff_Improvement_Abs,Cumulative_Improvement_Abs,SN,decoded_sourceID,BodyGroup_to,BodyGroup_from
1133,56,8,0.03481707,19.95018,177.70341,28.0,119.0,18.29154,134.96964,0.00833619,-1.658639854125976,42.733774990234366,182625,MRI_FRR_264,ABDOMEN,LEG
1134,56,9,0.034767378,19.921707,197.62512,121.0,240.0,18.707846,153.67747,0.00833619,-1.213861312133787,-43.94764502441407,182625,MRI_FRR_264,ABDOMEN,LEG
1135,56,10,0.034550156,19.79724,217.42236,1.0,241.0,18.255,171.93248,0.00833619,1.542240839233397,-45.48988014160156,182625,MRI_MSR_34,ABDOMEN,LEG
1136,56,11,0.03458033,19.81453,237.2369,146.0,387.0,18.886831,190.8193,0.00833619,-0.9276987164306688,-46.41759458007812,182625,MRI_MPT_1005,ABDOMEN,LEG
1137,56,12,0.034750033,19.91177,257.14865,0.0,387.0,18.481749,209.30106,0.00833619,1.4300214190673834,-47.84759409179685,182625,MRI_FRR_264,ABDOMEN,LEG
1138,56,13,0.0347044,19.88562,277.03427,1.0,388.0,18.297878,227.59894,0.00833619,1.58774173461914,-49.43533201171874,182625,MRI_FRR_257,ABDOMEN,LEG
1139,56,14,0.03470011,19.883163,296.91742,10.0,398.0,18.161043,245.75998,0.00833619,1.722119832885742,-51.15744075195312,182625,MRI_FRR_264,ABDOMEN,LEG
1140,56,15,0.03462014,19.83734,316.75476,0.0,398.0,16.556273,262.31625,0.00833619,3.281067493286134,-54.4385063378906,182625,MRI_FRR_257,ABDOMEN,LEG
1141,56,16,0.034660645,19.86055,336.6153,1.0,399.0,14.316093,276.63235,0.00833619,5.544456555175781,-59.982945263671866,182625,MRI_FRR_264,ABDOMEN,LEG
1142,56,17,0.03408084,19.528322,356.14362,1.0,400.0,11.70104,288.3334,0.00833619,7.827281732055663,-67.81021545898437,182625,MRI_FRR_2,ABDOMEN,LEG
1143,56,18,0.03412564,19.553993,375.6976,1.0,401.0,9.258569,297.59198,0.00833619,10.295424236267088,-78.10562001953127,182625,MRI_FRR_2,ABDOMEN,LEG
1144,56,19,0.034100126,19.539373,395.23697,112.0,513.0,18.16904,315.76102,0.00833619,-1.370332320068357,-79.47595315429686,182625,MRI_FRR_2,ABDOMEN,LEG
1145,56,20,0.034092635,19.53508,414.77203,1.0,514.0,9.553818,325.31482,0.00833619,9.981262250976563,-89.45721066406247,182625,MRI_CCS_11,ABDOMEN,LEG
1146,56,21,0.033965252,19.46209,434.23413,1.0,515.0,1.873085,327.1879,0.00833619,17.589004978027344,-107.04623327148435,182625,MRI_CCS_11,ABDOMEN,LEG
1147,56,22,0.033897642,19.42335,453.65747,2.0,517.0,0.0,327.1879,0.00833619,15.42335,-126.46957327148436,182625,MRI_CCS_11,ABDOMEN,LEG
1148,56,23,0.033963036,19.46082,473.1183,35.0,552.0,0.0,327.1879,0.00833619,-19.46082,-145.93040327148435,182625,MRI_CCS_11,ABDOMEN,LEG
1149,56,24,0.034603525,19.82782,492.9461,8.0,560.0,0.0,327.1879,0.00833619,3.827819999999999,-165.75820327148438,182625,MRI_FRR_257,ABDOMEN,LEG
1150,56,25,0.034823302,19.953753,512.89984,10.0,570.0,0.0,327.1879,0.00833619,-0.046247000000001,-185.7119432714844,182625,MRI_FRR_264,ABDOMEN,LEG
1151,56,26,0.035035007,20.075058,532.9749,2.0,572.0,0.0,327.1879,0.00833619,16.075058,-205.7870032714844,182625,MRI_FRR_3,ABDOMEN,LEG
1152,56,27,0.034936283,20.01849,552.9934,1.0,573.0,0.0,327.1879,0.00833619,18.01849,-225.80550327148435,182625,MRI_FRR_257,ABDOMEN,LEG
1153,56,28,0.034915436,20.006544,572.99994,-573.0,0.0,0.0,327.1879,0.00833619,20.006543999999963,245.8120432714844,182625,MRI_FRR_264,ABDOMEN,LEG
1154,57,1,0.045296233,15.310127,30.700329,-588.0,0.0,0.0,0.0,0.0024709136,15.310126999999966,30.700329,182625,MRI_MSR_100,ABDOMEN,LEG
1155,57,2,0.044661563,15.095609,45.795937,22.0,22.0,2.9269624,2.9269624,0.0024709136,-12.16864662435913,4.722899375640871,182625,MRI_MSR_104,ABDOMEN,ABDOMEN
1156,57,3,0.044943094,15.190765,60.986702,9.0,31.0,10.672109,13.5990715,0.0024709136,4.518656349792481,12.585773502685548,182625,MRI_FRR_2,ABDOMEN,ABDOMEN
1157,57,4,0.045733128,15.457797,76.444496,8.0,39.0,13.567313,27.166386,0.0024709136,1.890483805725097,25.610881650634767,182625,MRI_FRR_257,ABDOMEN,ABDOMEN
1158,57,5,0.045805786,15.482356,91.92685,17.0,56.0,14.932633,42.09902,0.0024709136,-0.5497226000366204,22.02586809692383,182625,MRI_FRR_264,ABDOMEN,ABDOMEN
1159,57,6,0.045844745,15.495523,107.42237,4.0,60.0,15.380849,57.479866,0.0024709136,0.1146741154174808,44.90223602783203,182625,MRI_FRR_264,ABDOMEN,ABDOMEN
1160,57,7,0.04525137,15.294963,122.71733,2.0,62.0,15.711205,73.19107,0.0024709136,-0.4162415288085945,49.52625944335938,182625,MRI_CCS_11,ABDOMEN,ABDOMEN
1161,57,8,0.04521892,15.283995,138.00133,18.0,80.0,16.063715,89.25478,0.0024709136,0.7797199810791007,48.7465463696289,182625,MRI_CCS_11,ABDOMEN,ABDOMEN
1162,57,9,0.045776535,15.472468,153.4738,68.0,148.0,17.066792,106.32158,0.0024709136,1.594323534423829,-36.2046210205078,182625,MRI_FRR_264,ABDOMEN,ABDOMEN
1163,57,10,0.045728173,15.456122,168.92992,1.0,149.0,16.397133,122.71871,0.0024709136,-0.9410108735351556,-6.351368146972646,182625,MRI_FRR_257,ABDOMEN,ABDOMEN
1164,57,11,0.045760192,15.466945,184.39687,13.0,162.0,16.277115,138.99582,0.0024709136,-0.8101698681640617,-0.6073109082031181,182625,MRI_FRR_264,ABDOMEN,ABDOMEN
1165,57,12,0.045734856,15.458382,199.85526,92.0,254.0,17.886225,156.88205,0.0024709136,2.4278427467041013,-42.97321043945311,182625,MRI_FRR_264,ABDOMEN,ABDOMEN
1166,57,13,0.045068476,15.233145,215.0884,2.0,256.0,15.698475,172.58052,0.0024709136,-0.4653298840332027,-42.5078793701172,182625,MRI_CCS_11,ABDOMEN,ABDOMEN
1167,57,14,0.045030437,15.220288,230.30869,43.0,299.0,16.41429,188.99481,0.0024709136,1.1940014744873046,-41.31387798828126,182625,MRI_CCS_11,ABDOMEN,ABDOMEN
1168,57,15,0.045588817,15.40902,245.71771,9.0,308.0,10.776702,199.77151,0.0024709136,4.632318072814941,-45.946195107421886,182625,MRI_FRR_257,ABDOMEN,ABDOMEN
1169,57,16,0.045638435,15.425791,261.1435,2.0,310.0,5.0073237,204.77884,0.0024709136,10.418467258087158,-56.36466088867189,182625,MRI_FRR_264,ABDOMEN,ABDOMEN
1170,57,17,0.04571581,15.451943,276.59543,23.0,333.0,3.54084,208.31967,0.0024709136,-11.911103089492798,-68.27575836914065,182625,MRI_FRR_3,ABDOMEN,ABDOMEN
1171,57,18,0.045448717,15.361667,291.9571,1.0,334.0,0.0,208.31967,0.0024709136,13.361667,-83.63742836914065,182625,MRI_MSR_34,ABDOMEN,ABDOMEN
1172,57,19,0.045402132,15.345921,307.303,3.0,337.0,0.0,208.31967,0.0024709136,9.345921,-98.98332836914062,182625,MRI_MPT_1005,ABDOMEN,ABDOMEN
1173,57,20,0.045461018,15.365824,322.66882,1.0,338.0,0.0,208.31967,0.0024709136,13.365824,-114.3491483691406,182625,MRI_FRR_257,ABDOMEN,ABDOMEN
1174,57,21,0.045358393,15.331137,337.99997,-338.0,0.0,0.0,208.31967,0.0024709136,15.331137000000012,129.68029836914064,182625,MRI_FRR_264,ABDOMEN,ABDOMEN
1175,58,1,0.038331583,13.224396,26.51796,-354.0,0.0,0.0,0.0,0.0037340093,13.224396000000011,26.51796,182625,MRI_MSR_100,ABDOMEN,ABDOMEN
1176,58,2,0.037794493,13.0391,39.55706,59.0,59.0,15.2290945,15.2290945,0.0037340093,2.189994505310061,-24.32796549468994,182625,MRI_MSR_104,HEAD,ABDOMEN
1177,58,3,0.038032744,13.121297,52.678356,6.0,65.0,15.7707,30.999794,0.0037340093,-2.649403454711914,-21.678561993652345,182625,MRI_FRR_2,HEAD,ABDOMEN
1178,58,4,0.038701303,13.35195,66.030304,9.0,74.0,16.1091,47.108894,0.0037340093,-2.7571503417968746,-18.92140965185547,182625,MRI_FRR_257,HEAD,ABDOMEN
1179,58,5,0.03876279,13.373162,79.403465,11.0,85.0,16.287096,63.39599,0.0037340093,-2.9139340235595697,-16.00747653564453,182625,MRI_FRR_264,HEAD,ABDOMEN
1180,58,6,0.038283095,13.207667,92.61113,49.0,134.0,16.746738,80.14273,0.0037340093,3.53907143383789,-12.468399287109378,182625,MRI_CCS_11,HEAD,ABDOMEN
1181,58,7,0.038817633,13.392083,106.00321,38.0,172.0,16.999332,97.14206,0.0037340093,3.607249427978516,-8.86115067382812,182625,MRI_FRR_264,HEAD,ABDOMEN
1182,58,8,0.038266864,13.202068,119.20528,1.0,173.0,16.554338,113.696396,0.0037340093,-3.3522704552001947,-5.508884125976564,182625,MRI_CCS_11,HEAD,ABDOMEN
1183,58,9,0.038217798,13.185141,132.39041,19.0,192.0,16.876066,130.57246,0.0037340093,3.6909252078857424,-1.8179460107421903,182625,MRI_CCS_11,HEAD,ABDOMEN
1184,58,10,0.038718425,13.357857,145.74826,2.0,194.0,16.424246,146.9967,0.0037340093,-3.0663888343505867,1.2484441015625125,182625,MRI_FRR_257,HEAD,ABDOMEN
1185,58,11,0.03874455,13.36687,159.11513,2.0,196.0,15.967267,162.96397,0.0037340093,-2.600397036437988,3.848843999023444,182625,MRI_FRR_264,HEAD,ABDOMEN
1186,58,12,0.038722537,13.359276,172.4744,50.0,246.0,17.451433,180.4154,0.0037340093,4.092157181762694,7.941005273437497,182625,MRI_FRR_264,HEAD,ABDOMEN
1187,58,13,0.03867444,13.342682,185.81708,1.0,247.0,15.808812,196.22421,0.0037340093,-2.466130141418457,10.40713264648437,182625,MRI_FRR_257,HEAD,ABDOMEN
1188,58,14,0.038668264,13.340551,199.15762,9.0,256.0,15.670674,211.89488,0.0037340093,-2.330123324035645,12.737262202148427,182625,MRI_FRR_264,HEAD,ABDOMEN
1189,58,15,0.038623743,13.3251915,212.48282,0.0,256.0,10.439661,222.33455,0.0037340093,2.885530473999024,9.851728950195309,182625,MRI_FRR_264,HEAD,ABDOMEN
1190,58,16,0.038577765,13.309329,225.79214,1.0,257.0,7.131156,229.4657,0.0037340093,6.178173032287598,3.673558242187511,182625,MRI_FRR_257,HEAD,ABDOMEN
1191,58,17,0.038645837,13.332814,239.12495,3.0,260.0,5.354386,234.82008,0.0037340093,7.97842814718628,-4.30486638183595,182625,MRI_FRR_264,HEAD,ABDOMEN
1192,58,18,0.03816297,13.1662245,252.29118,34.0,294.0,13.1945505,248.01463,0.0037340093,0.0283260142211929,-4.27654682128906,182625,MRI_CCS_11,HEAD,ABDOMEN
1193,58,19,0.038123462,13.152595,265.4438,9.0,303.0,2.2230754,250.2377,0.0037340093,-2.62432961013794,-15.206098583984383,182625,MRI_CCS_11,HEAD,ABDOMEN
1194,58,20,0.038473126,13.273229,278.717,7.0,310.0,0.0,250.2377,0.0037340093,-0.7267709999999994,-28.47929858398436,182625,MRI_FRR_257,HEAD,ABDOMEN
1195,58,21,0.0383865,13.243343,291.96036,9.0,319.0,0.0,250.2377,0.0037340093,-4.756657000000001,-41.72265858398436,182625,MRI_FRR_264,HEAD,ABDOMEN
1196,58,22,0.038263615,13.200947,305.16132,8.0,327.0,0.0,250.2377,0.0037340093,-2.7990530000000007,-54.92361858398437,182625,MRI_FRR_3,HEAD,ABDOMEN
1197,58,23,0.038098667,13.14404,318.30536,1.0,328.0,0.0,250.2377,0.0037340093,11.14404,-68.06765858398438,182625,MRI_MSR_34,HEAD,ABDOMEN
1198,58,24,0.038307805,13.216192,331.52155,17.0,345.0,0.0,250.2377,0.0037340093,-13.216192,-81.28384858398437,182625,MRI_MPT_1005,HEAD,ABDOMEN
1199,58,25,0.039067954,13.478444,345.0,-345.0,0.0,0.0,250.2377,0.0037340093,13.478444000000025,94.76229858398438,182625,MRI_EXU_95,HEAD,ABDOMEN
1200,59,1,0.049780555,8.263572,16.570366,-345.0,0.0,0.0,0.0,0.0018030485,8.26357200000001,16.570366,182625,MRI_MSR_100,HEAD,ABDOMEN
1201,59,2,0.04908305,8.147786,24.718151,4.0,4.0,0.74821305,0.74821305,0.0018030485,0.8959990527496338,17.466364052749633,182625,MRI_MSR_104,SPINE,HEAD
1202,59,3,0.049392458,8.199148,32.917297,5.0,9.0,7.4399295,8.188143,0.0018030485,0.7592185146789543,23.105439776489256,182625,MRI_FRR_2,SPINE,HEAD
1203,59,4,0.050260704,8.343277,41.260574,7.0,16.0,10.667637,18.85578,0.0018030485,-2.32435987133789,22.40479435217285,182625,MRI_FRR_257,SPINE,HEAD
1204,59,5,0.04966287,8.244037,49.504612,1.0,17.0,11.884475,30.740253,0.0018030485,-3.640437754333496,18.76435855151368,182625,MRI_CCS_11,SPINE,HEAD
1205,59,6,0.050429255,8.371256,57.87587,12.0,29.0,13.044305,43.784557,0.0018030485,2.584439152282714,14.091312657470702,182625,MRI_FRR_264,SPINE,HEAD
1206,59,7,0.050414033,8.36873,66.2446,16.0,45.0,13.800424,57.58498,0.0018030485,5.431693622131348,8.659619989013677,182625,MRI_FRR_264,SPINE,HEAD
1207,59,8,0.049698725,8.249989,74.49458,28.0,73.0,15.257833,72.84281,0.0018030485,7.007843527160645,1.3373915844726554,182625,MRI_CCS_11,SPINE,HEAD
1208,59,9,0.05031092,8.351613,82.8462,1.0,74.0,14.158927,87.00174,0.0018030485,-5.807313963806152,-4.155539501953129,182625,MRI_FRR_257,SPINE,HEAD
1209,59,10,0.050299168,8.349662,91.19586,13.0,87.0,14.058816,101.060555,0.0018030485,3.591522043884277,-9.864694504394537,182625,MRI_FRR_264,SPINE,HEAD
1210,59,11,0.05029442,8.348874,99.54474,0.0,87.0,11.4657755,112.52633,0.0018030485,-3.116901489807129,-12.98158904052734,182625,MRI_FRR_264,SPINE,HEAD
1211,59,12,0.050240036,8.339846,107.88458,1.0,88.0,9.875869,122.4022,0.0018030485,-1.5360227973022464,-14.517618791503908,182625,MRI_FRR_257,SPINE,HEAD
1212,59,13,0.05025157,8.341761,116.22634,42.0,130.0,14.726101,137.1283,0.0018030485,6.384339921630861,6.645364101562507,182625,MRI_FRR_264,SPINE,HEAD
1213,59,14,0.049489554,8.215266,124.441605,5.0,135.0,6.4845605,143.61285,0.0018030485,1.7307055103454587,1.9455409960937544,182625,MRI_CCS_11,SPINE,HEAD
1214,59,15,0.05010399,8.317262,132.75887,7.0,142.0,1.437521,145.05037,0.0018030485,-4.24521701916504,6.190760737304686,182625,MRI_FRR_257,SPINE,HEAD
1215,59,16,0.05015836,8.326287,141.08516,7.0,149.0,0.0,145.05037,0.0018030485,-5.673712999999999,3.965209262695311,182625,MRI_FRR_264,SPINE,HEAD
1216,59,17,0.050243195,8.34037,149.42554,16.0,165.0,0.0,145.05037,0.0018030485,-8.34037,-4.3751707373047,182625,MRI_FRR_3,SPINE,HEAD
1217,59,18,0.049948294,8.291417,157.71695,1.0,166.0,0.0,145.05037,0.0018030485,6.291416999999999,-12.666580737304685,182625,MRI_MSR_34,SPINE,HEAD
1218,59,19,0.04989786,8.283045,166.0,-166.0,0.0,0.0,145.05037,0.0018030485,8.283044999999987,20.949630737304688,182625,MRI_MPT_1005,SPINE,HEAD
1219,60,1,0.047402088,10.381057,20.81641,-181.0,0.0,0.0,0.0,0.0028738389,10.381056999999998,20.81641,182625,MRI_MSR_100,SPINE,HEAD
1220,60,2,0.04673791,10.235602,31.052013,4.0,4.0,5.797281,5.797281,0.0028738389,4.438321211578369,25.254732211578368,182625,MRI_MSR_104,SPINE,SPINE
1221,60,3,0.04703254,10.300126,41.35214,5.0,9.0,13.540912,19.338192,0.0028738389,-3.240785674499511,22.01394801391601,182625,MRI_FRR_2,SPINE,SPINE
1222,60,4,0.047859296,10.481186,51.833324,8.0,17.0,15.617272,34.955463,0.0028738389,-5.136086377014161,16.87786059057617,182625,MRI_FRR_257,SPINE,SPINE
1223,60,5,0.047935333,10.497838,62.33116,4.0,21.0,16.252375,51.20784,0.0028738389,-5.754536649047852,11.123320034179685,182625,MRI_FRR_264,SPINE,SPINE
1224,60,6,0.047342125,10.367926,72.69909,17.0,38.0,16.861944,68.069786,0.0028738389,6.494018198608398,4.629303928222655,182625,MRI_CCS_11,SPINE,SPINE
1225,60,7,0.048003156,10.5126915,83.21178,7.0,45.0,16.9167,84.98649,0.0028738389,-6.404008863159179,-1.7747083422851515,182625,MRI_FRR_264,SPINE,SPINE
1226,60,8,0.04794153,10.499195,93.71097,9.0,54.0,17.071978,102.058464,0.0028738389,-6.572782615356445,-8.347494050292966,182625,MRI_FRR_264,SPINE,SPINE
1227,60,9,0.047876243,10.484897,104.19586,73.0,127.0,18.598387,120.65685,0.0028738389,8.113489764526364,16.460992722167973,182625,MRI_FRR_264,SPINE,SPINE
1228,60,10,0.047826774,10.474064,114.66992,2.0,129.0,17.639013,138.29587,0.0028738389,-7.164949290405273,5.03421208007812,182625,MRI_FRR_257,SPINE,SPINE
1229,60,11,0.047861636,10.481698,125.15162,12.0,141.0,18.088476,156.38434,0.0028738389,-4.570174181030273,0.4640416210937559,182625,MRI_FRR_264,SPINE,SPINE
1230,60,12,0.047836408,10.476173,135.62779,0.0,141.0,15.696808,172.08115,0.0028738389,-5.220634861328126,-25.70893624023438,182625,MRI_FRR_264,SPINE,SPINE
1231,60,13,0.047777668,10.463309,146.0911,1.0,142.0,11.943433,184.02458,0.0028738389,-1.4801238079223626,-37.93348190917968,182625,MRI_FRR_257,SPINE,SPINE
1232,60,14,0.047772136,10.462098,156.55319,44.0,186.0,18.029741,202.05432,0.0028738389,7.567643287231448,13.3924887109375,182625,MRI_FRR_264,SPINE,SPINE
1233,60,15,0.04705992,10.306123,166.85931,5.0,191.0,10.420196,212.47452,0.0028738389,-0.1140725795288091,2.6661721777343814,182625,MRI_CCS_11,SPINE,SPINE
1234,60,16,0.047679465,10.441803,177.30112,7.0,198.0,3.7360644,216.21059,0.0028738389,0.1778674340515138,2.48829345214844,182625,MRI_FRR_257,SPINE,SPINE
1235,60,17,0.047764022,10.46032,187.76144,7.0,205.0,0.0,216.21059,0.0028738389,-3.5396800000000006,6.027973452148444,182625,MRI_FRR_264,SPINE,SPINE
1236,60,18,0.04785912,10.481148,198.24258,14.0,219.0,0.0,216.21059,0.0028738389,-10.481148,17.96800654785156,182625,MRI_FRR_3,SPINE,SPINE
1237,60,19,0.04748308,10.398794,208.64137,0.0,219.0,0.0,216.21059,0.0028738389,10.398794,7.569216547851568,182625,MRI_MSR_34,SPINE,SPINE
1238,60,20,0.047299553,10.358602,218.99997,-219.0,0.0,0.0,216.21059,0.0028738389,10.35860199999999,2.789383452148428,182625,MRI_MPT_1005,SPINE,SPINE
1239,61,1,0.04738569,9.098052,18.24369,-233.0,0.0,0.0,0.0,0.0026601793,9.098051999999996,18.24369,182625,MRI_MSR_100,SPINE,SPINE
1240,61,2,0.04672174,8.970574,27.214264,5.0,5.0,3.4198034,3.4198034,0.0026601793,2.3903773809661857,20.634067380966187,182625,MRI_MSR_104,HEAD,SPINE
1241,61,3,0.047016267,9.027123,36.241386,6.0,11.0,11.891208,15.311011,0.0026601793,-2.8640846950073247,20.93037468560791,182625,MRI_FRR_2,HEAD,SPINE
1242,61,4,0.04784274,9.185806,45.427193,7.0,18.0,14.663672,29.974684,0.0026601793,-5.47786644720459,15.452509238403325,182625,MRI_FRR_257,HEAD,SPINE
1243,61,5,0.04791875,9.2004,54.627594,3.0,21.0,15.576831,45.551514,0.0026601793,-6.376430863952637,9.076080328125002,182625,MRI_FRR_264,HEAD,SPINE
1244,61,6,0.047325753,9.086544,63.714138,15.0,36.0,16.36183,61.913345,0.0026601793,4.55162624230957,1.800792663085936,182625,MRI_CCS_11,HEAD,SPINE
1245,61,7,0.04798655,9.213417,72.92755,2.0,38.0,16.437841,78.35119,0.0026601793,-7.224424415405274,-5.423638659667972,182625,MRI_FRR_264,HEAD,SPINE
1246,61,8,0.047924943,9.20159,82.12914,67.0,105.0,18.321865,96.67305,0.0026601793,9.120275081787112,14.543909926757806,182625,MRI_FRR_264,HEAD,SPINE
1247,61,9,0.04785994,9.189109,91.31825,2.0,107.0,17.336267,114.009315,0.0026601793,-8.147158471313476,8.672434509277338,182625,MRI_FRR_257,HEAD,SPINE
1248,61,10,0.047850825,9.187359,100.505615,12.0,119.0,17.931767,131.94109,0.0026601793,-3.1191255100097663,5.553299184570307,182625,MRI_FRR_264,HEAD,SPINE
1249,61,11,0.04784711,9.1866455,109.69226,0.0,119.0,16.291773,148.23286,0.0026601793,-7.105127342407227,-19.925124379882817,182625,MRI_FRR_264,HEAD,SPINE
1250,61,12,0.04779572,9.176779,118.86904,1.0,120.0,14.1353655,162.36823,0.0026601793,-4.95858648614502,-41.23726509765625,182625,MRI_FRR_257,HEAD,SPINE
1251,61,13,0.047808036,9.179143,128.04819,20.0,140.0,16.961428,179.32965,0.0026601793,7.782284688598633,-27.37784087890625,182625,MRI_FRR_264,HEAD,SPINE
1252,61,14,0.047085363,9.04039,137.08858,10.0,150.0,10.553735,189.88339,0.0026601793,0.4058752206420895,-26.971972333984382,182625,MRI_CCS_11,HEAD,SPINE
1253,61,15,0.047670513,9.152739,146.24132,6.0,156.0,2.9001544,192.78355,0.0026601793,0.0528933521881107,-27.02487407714844,182625,MRI_FRR_257,HEAD,SPINE
1254,61,16,0.047723092,9.162834,155.40414,7.0,163.0,0.0,192.78355,0.0026601793,-4.837166,-22.18769407714845,182625,MRI_FRR_264,HEAD,SPINE
1255,61,17,0.047802772,9.178132,164.58228,13.0,176.0,0.0,192.78355,0.0026601793,-9.178132,-5.365834077148435,182625,MRI_FRR_3,HEAD,SPINE
1256,61,18,0.047522426,9.124306,173.70657,0.0,176.0,0.0,192.78355,0.0026601793,9.124306,-14.490124077148437,182625,MRI_MSR_34,HEAD,SPINE
1257,61,19,0.04747678,9.115541,182.82211,16.0,192.0,0.0,192.78355,0.0026601793,-9.115541,8.394335922851553,182625,MRI_MPT_1005,HEAD,SPINE
1258,61,20,0.047801442,9.177877,191.99998,-192.0,0.0,0.0,192.78355,0.0026601793,9.177876999999995,-0.7835740771484438,182625,MRI_EXU_95,HEAD,SPINE
1259,62,1,0.055347916,12.951412,25.970562,-192.0,0.0,0.0,0.0,0.0024951529,12.951412000000005,25.970562,182625,MRI_MSR_100,HEAD,SPINE
1260,62,2,0.054572407,12.769943,38.740505,11.0,11.0,3.9679523,3.9679523,0.0024951529,-5.262104748565674,20.708457251434325,182625,MRI_MSR_104,LEG,HEAD
1261,62,3,0.054916415,12.850441,51.590946,5.0,16.0,11.382559,15.350512,0.0024951529,1.467882177368164,34.94145755090332,182625,MRI_FRR_2,LEG,HEAD
1262,62,4,0.05588176,13.076332,64.66728,6.0,22.0,14.215727,29.566238,0.0024951529,-1.1393948524169917,35.10104159667969,182625,MRI_FRR_257,LEG,HEAD
1263,62,5,0.055970542,13.097107,77.76439,1.0,23.0,15.229863,44.7961,0.0024951529,-2.132756166809082,32.96828938354493,182625,MRI_FRR_264,LEG,HEAD
1264,62,6,0.055277906,12.93503,90.69942,12.0,35.0,16.122377,60.91848,0.0024951529,-3.1873473956298835,29.78094008056641,182625,MRI_CCS_11,LEG,HEAD
1265,62,7,0.05604973,13.115637,103.815056,18.0,53.0,16.6635,77.58198,0.0024951529,3.5478628321533208,26.23307815576172,182625,MRI_FRR_264,LEG,HEAD
1266,62,8,0.055254467,12.929545,116.7446,1.0,54.0,16.56551,94.14749,0.0024951529,-3.635964796142579,22.59710854492188,182625,MRI_CCS_11,LEG,HEAD
1267,62,9,0.05518362,12.912967,129.65756,69.0,123.0,18.456207,112.6037,0.0024951529,5.543240275390623,-3.738741269531261,182625,MRI_CCS_11,LEG,HEAD
1268,62,10,0.05561525,13.013968,142.67152,0.0,123.0,16.919832,129.52353,0.0024951529,-3.9058642296142576,13.147990947265612,182625,MRI_MSR_34,LEG,HEAD
1269,62,11,0.055662397,13.025001,155.69652,38.0,161.0,18.254534,147.77806,0.0024951529,5.229532767700196,-7.918459086914055,182625,MRI_MPT_1005,LEG,HEAD
1270,62,12,0.055936184,13.089067,168.78558,27.0,188.0,17.237368,165.01543,0.0024951529,4.148300630004883,-3.770153364257823,182625,MRI_FRR_264,LEG,HEAD
1271,62,13,0.05509355,12.891891,181.67747,5.0,193.0,9.001848,174.01727,0.0024951529,3.890042779174804,-7.66019705078125,182625,MRI_CCS_11,LEG,HEAD
1272,62,14,0.055809766,13.059485,194.73695,6.0,199.0,3.2186365,177.23592,0.0024951529,4.278121512756348,-17.501033862304695,182625,MRI_FRR_257,LEG,HEAD
1273,62,15,0.05580705,13.058849,207.7958,15.0,214.0,0.8678159,178.10373,0.0024951529,-12.191033088230132,-29.69207075195314,182625,MRI_FRR_264,LEG,HEAD
1274,62,16,0.055871777,13.073996,220.8698,20.0,234.0,0.0,178.10373,0.0024951529,-13.073996,-42.76607075195312,182625,MRI_FRR_3,LEG,HEAD
1275,62,17,0.056111813,13.130164,233.99995,-234.0,0.0,0.0,178.10373,0.0024951529,13.130164000000008,55.89622075195314,182625,MRI_EXU_95,LEG,HEAD
1276,63,1,0.04155746,33.703102,67.58247,-234.0,0.0,18.306086,18.306086,0.008673116,15.39701641345215,49.27638441345215,182625,MRI_MSR_100,LEG,HEAD
1277,63,2,0.040975176,33.23087,100.81334,10.0,10.0,18.786715,37.0928,0.008673116,14.444155446166995,63.72053985961914,182625,MRI_MSR_104,SPINE,LEG
1278,63,3,0.041233473,33.440346,134.2537,4.0,14.0,18.782618,55.87542,0.008673116,14.657728431030272,78.37828038330079,182625,MRI_FRR_2,SPINE,LEG
1279,63,4,0.041958295,34.028175,168.28186,7.0,21.0,18.771654,74.64707,0.008673116,15.256520870971675,93.63478816162107,182625,MRI_FRR_257,SPINE,LEG
1280,63,5,0.042024955,34.082237,202.3641,17.0,38.0,18.77466,93.42173,0.008673116,15.307576889526366,108.9423699584961,182625,MRI_FRR_264,SPINE,LEG
1281,63,6,0.0420607,34.11123,236.47534,53.0,91.0,18.833536,112.255264,0.008673116,-15.27769385192871,124.22007571777344,182625,MRI_FRR_264,SPINE,LEG
1282,63,7,0.0415163,33.66972,270.14505,1.0,92.0,18.738028,130.99329,0.008673116,14.931692427368162,139.15176386718753,182625,MRI_CCS_11,SPINE,LEG
1283,63,8,0.041486528,33.645573,303.79062,13.0,105.0,18.748346,149.74164,0.008673116,14.897226671264647,154.04898181640624,182625,MRI_CCS_11,SPINE,LEG
1284,63,9,0.04143345,33.602528,337.39316,1.0,106.0,18.71795,168.4596,0.008673116,14.884577179077148,168.93356527343752,182625,MRI_CCS_11,SPINE,LEG
1285,63,10,0.041427106,33.59738,370.99054,117.0,223.0,18.932018,187.39162,0.008673116,-14.665361719970704,112.38215682128909,182625,MRI_CCS_11,SPINE,LEG
1286,63,11,0.04197226,34.039505,405.03003,1.0,224.0,18.667452,206.05907,0.008673116,15.37205314147949,163.08909677246095,182625,MRI_FRR_257,SPINE,LEG
1287,63,12,0.041998245,34.060577,439.0906,13.0,237.0,18.631086,224.69016,0.008673116,15.429490650512696,189.78075502929687,182625,MRI_FRR_264,SPINE,LEG
